General Standards,Remarks,Test Case ID,Title,Project Initiative,Priority,Automatability,Automation Status,Testing Type,Status,Testing Phase,Pre Conditions,Test Steps,Expected Result
Failed,Automation Status = None,C491638,TRIBE14-15207[AND] 001[National ID (Paper type)/Digital National ID PCN][Local]Verify that the system automatically add formatting dashes upon manually inputting PCN number in PhilSys Card Number text field in PSA National ID,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User
5. user ID National ID (Paper type)/Digital National ID
6. Login in to GCash App
7. Click Profile and tap Verify Now
8. Tap Verify now to redirect in Pre-ID screen
9. Fill-up the Birthday with correct details
10. Select Filipino Nationality and check the checkbox of T&C
11. Tap Confirm to redirect in ID Selection page
12. Choose ePhil ID (paper type) to redirect in Educ Screen
13. Click Confirm button to redirect in National ID Authentication Page
14. Choose PCN (ID Number) in dropdown button
15. Input PCN number from  National ID (Paper type)/Digital National ID",Automatically add formatting dashes upon manually inputting PCN number in PhilSys Card Number text field in PSA National ID using National ID (Paper type)/Digital National ID Type
Failed,Automation Status = None,C491639,TRIBE14-15207[AND] 002[ePhil ID Paper type PCN][Local]Verify that the system automatically add formatting dashes upon copy and pasting PCN number in PhilSys Card Number textfield in PSA National ID Authentication screen,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. User ID National ID (Paper type)/Digital National ID
6. Login in to GCash App
7. Click Profile and tap Verify Now
8. Tap Verify now to redirect in Pre-ID screen
9. Fill-up the Birthday with correct details
10. Select Filipino Nationality and check the checkbox of T&C
11. Tap Confirm to redirect in ID Selection page
12. Choose ePhil ID (paper type) to redirect in Educ Screen
13. Click Confirm button to redirect in National ID Authentication Page
14. Choose PCN (ID Number) in dropdown button
15. Paste PCN number from  ePhil ID (paper type)",Automatically add formatting dashes upon copy and pasting PCN number in PhilSys Card Number textfield in PSA National ID Authentication screen using National ID (Paper type)/Digital National ID
Failed,Automation Status = None,C491640,TRIBE14-15207[AND] 003[National ID (Paper type)/Digital National ID PCN][International]Verify that the system automatically add formatting dashes upon manually inputting PCN number in PhilSys Card Number text field in PSA National ID,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash International User
5. user ID National ID (Paper type)/Digital National ID
6. Login in to GCash App
7. Click Profile and tap Verify Now
8. Tap Verify now to redirect in Pre-ID screen
9. Fill-up the Birthday with correct details
10. Select Filipino Nationality and check the checkbox of T&C
11. Tap Confirm to redirect in ID Selection page
12. Choose ePhil ID (paper type) to redirect in Educ Screen
13. Click Confirm button to redirect in National ID Authentication Page
14. Choose PCN (ID Number) in dropdown button
15. Input PCN number from  National ID (Paper type)/Digital National ID",Automatically add formatting dashes upon manually inputting PCN number in PhilSys Card Number text field in PSA National ID using National ID (Paper type)/Digital National ID Type
Failed,Automation Status = None,C491641,TRIBE14-15207[AND] 004[ePhil ID Paper type PCN][International]Verify that the system automatically add formatting dashes upon copy and pasting PCN number in PhilSys Card Number textfield in PSA National ID Authentication screen,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash International User\
5. User ID National ID (Paper type)/Digital National ID
6. Login in to GCash App
7. Click Profile and tap Verify Now
8. Tap Verify now to redirect in Pre-ID screen
9. Fill-up the Birthday with correct details
10. Select Filipino Nationality and check the checkbox of T&C
11. Tap Confirm to redirect in ID Selection page
12. Choose ePhil ID (paper type) to redirect in Educ Screen
13. Click Confirm button to redirect in National ID Authentication Page
14. Choose PCN (ID Number) in dropdown button
15. Paste PCN number from  ePhil ID (paper type)",Automatically add formatting dashes upon copy and pasting PCN number in PhilSys Card Number textfield in PSA National ID Authentication screen using National ID (Paper type)/Digital National ID
Failed,Automation Status = None,C491654,TRIBE14-15207[AND] 017[ePhil ID Paper type/Digital National ID PCN][Local]Verify that the user will not be able to proceed and will display an inline error message after submit PCN number is blank in PSA National ID Authentication screen,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. Login in to GCash App
6. Click Profile and tap Verify Now
7. Tap Verify now to redirect in Pre-ID screen
8. Fill-up the Birthday with correct details
9. Select Filipino Nationality and check the checkbox of T&C
10. Tap Confirm to redirect in ID Selection page
11. Choose ePhil ID Paper type to redirect in Educ Screen
12. Click Confirm button to redirect in National ID Authentication Page
13. Choose PCN (ID Number) in dropdown button
14. Click Next with input PCN Number",User should not be able to proceed and will display an inline error message after clicking the “Next” button if the PCN number is blank in PSA National ID Authentication screen
Failed,Automation Status = None,C491655,TRIBE14-15207[IOS] 018[National ID (Paper type)/Digital National ID PCN][Local]Verify that the system automatically add formatting dashes upon manually inputting PCN number in PhilSys Card Number text field in PSA National ID,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User
5. user ID National ID (Paper type)/Digital National ID
6. Login in to GCash App
7. Click Profile and tap Verify Now
8. Tap Verify now to redirect in Pre-ID screen
9. Fill-up the Birthday with correct details
10. Select Filipino Nationality and check the checkbox of T&C
11. Tap Confirm to redirect in ID Selection page
12. Choose ePhil ID (paper type) to redirect in Educ Screen
13. Click Confirm button to redirect in National ID Authentication Page
14. Choose PCN (ID Number) in dropdown button
15. Input PCN number from  National ID (Paper type)/Digital National ID",Automatically add formatting dashes upon manually inputting PCN number in PhilSys Card Number text field in PSA National ID using National ID (Paper type)/Digital National ID Type
Failed,Automation Status = None,C491656,TRIBE14-15207[IOS] 019[ePhil ID Paper type PCN][Local]Verify that the system automatically add formatting dashes upon copy and pasting PCN number in PhilSys Card Number textfield in PSA National ID Authentication screen,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. User ID National ID (Paper type)/Digital National ID
6. Login in to GCash App
7. Click Profile and tap Verify Now
8. Tap Verify now to redirect in Pre-ID screen
9. Fill-up the Birthday with correct details
10. Select Filipino Nationality and check the checkbox of T&C
11. Tap Confirm to redirect in ID Selection page
12. Choose ePhil ID (paper type) to redirect in Educ Screen
13. Click Confirm button to redirect in National ID Authentication Page
14. Choose PCN (ID Number) in dropdown button
15. Paste PCN number from  ePhil ID (paper type)",Automatically add formatting dashes upon copy and pasting PCN number in PhilSys Card Number textfield in PSA National ID Authentication screen using National ID (Paper type)/Digital National ID
Failed,Automation Status = None,C491657,TRIBE14-15207[IOS] 020[National ID (Paper type)/Digital National ID PCN][International]Verify that the system automatically add formatting dashes upon manually inputting PCN number in PhilSys Card Number text field in PSA National ID,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash International User
5. user ID National ID (Paper type)/Digital National ID
6. Login in to GCash App
7. Click Profile and tap Verify Now
8. Tap Verify now to redirect in Pre-ID screen
9. Fill-up the Birthday with correct details
10. Select Filipino Nationality and check the checkbox of T&C
11. Tap Confirm to redirect in ID Selection page
12. Choose ePhil ID (paper type) to redirect in Educ Screen
13. Click Confirm button to redirect in National ID Authentication Page
14. Choose PCN (ID Number) in dropdown button
15. Input PCN number from  National ID (Paper type)/Digital National ID",Automatically add formatting dashes upon manually inputting PCN number in PhilSys Card Number text field in PSA National ID using National ID (Paper type)/Digital National ID Type
Failed,Automation Status = None,C491658,TRIBE14-15207[IOS] 021[ePhil ID Paper type PCN][International]Verify that the system automatically add formatting dashes upon copy and pasting PCN number in PhilSys Card Number textfield in PSA National ID Authentication screen,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash International User\
5. User ID National ID (Paper type)/Digital National ID
6. Login in to GCash App
7. Click Profile and tap Verify Now
8. Tap Verify now to redirect in Pre-ID screen
9. Fill-up the Birthday with correct details
10. Select Filipino Nationality and check the checkbox of T&C
11. Tap Confirm to redirect in ID Selection page
12. Choose ePhil ID (paper type) to redirect in Educ Screen
13. Click Confirm button to redirect in National ID Authentication Page
14. Choose PCN (ID Number) in dropdown button
15. Paste PCN number from  ePhil ID (paper type)",Automatically add formatting dashes upon copy and pasting PCN number in PhilSys Card Number textfield in PSA National ID Authentication screen using National ID (Paper type)/Digital National ID
Failed,Automation Status = None,C491659,"TRIBE14-15207[IOS] 022[ePhil ID Paper type PCN][Local][EKYC]Verify that after successful KYC application, PCN Number with dash will display across all relevant queues in Jarvis Portal",PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. Login in to GCash App
6. Click Profile and tap Verify Now
7. Tap Verify now to redirect in Pre-ID screen
8. Fill-up the Birthday with correct details
9. Select Filipino Nationality and check the checkbox of T&C
10. Tap Confirm to redirect in ID Selection page
11. Choose ePhil ID Paper type to redirect in Educ Screen
12. Click Confirm button to redirect in National ID Authentication Page
13. Choose PCN (ID Number) in dropdown button
14. Input PCN number from  ePhil ID (paper type)
15. Click Next button 12, Click Next button in Live Selfie guide
16. Scan face for Liveliness
17. Scan your ID
18. Click Next to scan face and scan your face
19. Fill-up required fields then click Next
20. Click Submit in review page
21. Log in to Jarvis
22. Go to Queue-In app to approved application 21 Check from jarvis tabs(Queue-In app, QA View, QA Result, Tracking ,CRP Management and Account mainternance) of PCN ID Number of ePhil ID Paper Type
23. Checking Jarvis DB","Successful KYC application, PCN Number with dash should display across all relevant queues (Queue-In app, QA View, QA Result, Tracking ,CRP Management and Account mainternance) in Jarvis Portal"
Failed,Automation Status = None,C491660,"TRIBE14-15207[IOS] 023[Digital National ID PCN][Local][EKYC]Verify that after successful KYC application, PCN Number with dash will display across all relevant queues in Jarvis Portal.",PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. Login in to GCash App
6. Click Profile and tap Verify Now
7. Tap Verify now to redirect in Pre-ID screen
8. Fill-up the Birthday with correct details
9. Select Filipino Nationality and check the checkbox of T&C
10. Tap Confirm to redirect in ID Selection page
11. Choose Digital National ID to redirect in Educ Screen
12. Click Confirm button to redirect in National ID Authentication Page
13. Choose PCN (ID Number) in dropdown button
14. Input PCN number from  Digital National ID
15. Click Next button 12, Click Next button in Live Selfie guide
16. Scan face for Liveliness
17. Scan your ID
18. Click Next to scan face and scan your face
19. Fill-up required fields then click Next
20. Click Submit in review page
21. Log in to Jarvis
22. Go to Queue-In app to approved application 21 Check from jarvis tabs(Queue-In app, QA View, QA Result, Tracking ,CRP Management and Account mainternance) of PCN ID Number of Digital National ID","Successful KYC application, PCN Number with dash should display across all relevant queues (Queue-In app, QA View, QA Result, Tracking ,CRP Management and Account mainternance) in Jarvis Portal"
Failed,Automation Status = None,C491661,"TRIBE14-15207[IOS] 024[ePhil ID Paper type PCN][International][EKYC]Verify that after successful KYC application, PCN Number with dash will display across all relevant queues in Jarvis Portal",PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash International User\
5. Login in to GCash App
6. Click Profile and tap Verify Now
7. Tap Verify now to redirect in Pre-ID screen
8. Fill-up the Birthday with correct details
9. Select Filipino Nationality and check the checkbox of T&C
10. Tap Confirm to redirect in ID Selection page
11. Choose ePhil ID Paper type to redirect in Educ Screen
12. Click Confirm button to redirect in National ID Authentication Page
13. Choose PCN (ID Number) in dropdown button
14. Input PCN number from  ePhil ID (paper type)
15. Click Next button 12, Click Next button in Live Selfie guide
16. Scan face for Liveliness
17. Scan your ID
18. Click Next to scan face and scan your face
19. Fill-up required fields then click Next
20. Click Submit in review page
21. Log in to Jarvis
22. Go to Queue-GCash Intl to approved application 21 Check from jarvis tabs(Queue-GCash Intl, QA View, QA Result, Tracking ,CRP Management and Account mainternance) of PCN ID Number of ePhil ID Paper Type
23. Checking Jarvis DB","Successful KYC application, PCN Number with dash should display across all relevant queues (Queue-GCash Intl, QA View, QA Result, Tracking ,CRP Management and Account mainternance) in Jarvis Portal"
Failed,Automation Status = None,C491662,"TRIBE14-15207[IOS] 025[Digital National ID PCN][International][EKYC]Verify that after successful KYC application, PCN Number with dash will display across all relevant queues in Jarvis Portal.",PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash International User\
5. Login in to GCash App
6. Click Profile and tap Verify Now
7. Tap Verify now to redirect in Pre-ID screen
8. Fill-up the Birthday with correct details
9. Select Filipino Nationality and check the checkbox of T&C
10. Tap Confirm to redirect in ID Selection page
11. Choose Digital National ID to redirect in Educ Screen
12. Click Confirm button to redirect in National ID Authentication Page
13. Choose PCN (ID Number) in dropdown button
14. Input PCN number from  Digital National ID
15. Click Next button 12, Click Next button in Live Selfie guide
16. Scan face for Liveliness
17. Scan your ID
18. Click Next to scan face and scan your face
19. Fill-up required fields then click Next
20. Click Submit in review page
21. Log in to Jarvis
22. Go to Queue-GCash Intl to approved application 21 Check from jarvis tabs(Queue-GCash Intl, QA View, QA Result, Tracking ,CRP Management and Account mainternance) of PCN ID Number of Digital National ID","Successful KYC application, PCN Number with dash should display across all relevant queues (Queue-In app, QA View, QA Result, Tracking ,CRP Management and Account mainternance) in Jarvis Portal"
Failed,Automation Status = None,C491663,"TRIBE14-15207[IOS] 026[ePhil ID Paper type PCN][Local][REKYC]Verify that after successful KYC application, PCN Number with dash will display across all relevant queues in Jarvis Portal",PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. Login in to GCash App
6. Click Profile and tap Update Profile
7. Input SMS OTP for Rekyc
8. Tap Verify now to redirect in Pre-ID screen
9. Fill-up the Birthday with correct details
10. Select Filipino Nationality and check the checkbox of T&C
11. Tap Confirm to redirect in ID Selection page
12. Choose ePhil ID Paper type to redirect in Educ Screen
13. Click Confirm button to redirect in National ID Authentication Page
14. Choose PCN (ID Number) in dropdown button
15. Input PCN number from  ePhil ID (paper type)
16. Click Next button 13, Click Next button in Live Selfie guide
17. Scan face for Liveliness
18. Scan your ID
19. Click Next to scan face and scan your face 17.Fill-up required fields then click Next
20. Click Submit in review page
21. Log in to Jarvis
22. Go to Queue-In app to approved application 21 Check from jarvis tabs(Queue-In app, QA View, QA Result, Tracking ,CRP Management and Account mainternance) of PCN ID Number of ePhil ID Paper Type
23. Checking Jarvis DB","Successful KYC application, PCN Number with dash should display across all relevant queues (Queue-In app, QA View, QA Result, Tracking ,CRP Management and Account mainternance) in Jarvis Portal"
Failed,Automation Status = None,C491664,"TRIBE14-15207[IOS] 027[Digital National ID PCN][Local][REKYC]Verify that after successful KYC application, PCN Number with dash will display across all relevant queues in Jarvis Portal.",PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. Login in to GCash App
6. Click Profile and tap Update Profile
7. Input SMS OTP for Rekyc
8. Tap Verify now to redirect in Pre-ID screen
9. Fill-up the Birthday with correct details
10. Select Filipino Nationality and check the checkbox of T&C
11. Tap Confirm to redirect in ID Selection page
12. Choose Digital National ID to redirect in Educ Screen
13. Click Confirm button to redirect in National ID Authentication Page
14. Choose PCN (ID Number) in dropdown button
15. Input PCN number from  Digital National ID
16. Click Next button 13, Click Next button in Live Selfie guide
17. Scan face for Liveliness
18. Scan your ID
19. Click Next to scan face and scan your face
20. Fill-up required fields then click Next
21. Click Submit in review page
22. Log in to Jarvis
23. Go to Queue-In app to approved application 21 Check from jarvis tabs(Queue-In app, QA View, QA Result, Tracking ,CRP Management and Account mainternance) of PCN ID Number of Digital National ID","Successful KYC application, PCN Number with dash should display across all relevant queues (Queue-In app, QA View, QA Result, Tracking ,CRP Management and Account mainternance) in Jarvis Portal"
Failed,Automation Status = None,C491665,"TRIBE14-15207[IOS] 028[ePhil ID Paper type PCN][Local]Verify that after successful KYC application, PCN Number with dash will display in jarvisDB.",PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. Login in to GCash App
6. Click Profile and tap Verify Now
7. Tap Verify now to redirect in Pre-ID screen
8. Fill-up the Birthday with correct details
9. Select Filipino Nationality and check the checkbox of T&C
10. Tap Confirm to redirect in ID Selection page
11. Choose ePhil ID Paper type to redirect in Educ Screen
12. Click Confirm button to redirect in National ID Authentication Page
13. Choose PCN (ID Number) in dropdown button
14. Input PCN number from ePhil ID Paper type
15. Click Next button 12, Click Next button in Live Selfie guide
16. Scan face for Liveliness
17. Scan your ID
18. Click Next to scan face and scan your face
19. Fill-up required fields then click Next
20. Click Submit in review page
21. Log in to Jarvis
22. Go to Queue-In app to approved application 21 Check from jarvis tabs(Queue-In app, QA View, QA Result, Tracking ,CRP Management and Account mainternance) of PCN ID Number of ePhil ID Paper Type
23. Checking Jarvis DB","Successful KYC application, PCN Number with dash should display across all relevant queues (Queue-In app, QA View, QA Result, Tracking ,CRP Management and Account mainternance) in Jarvis Portal"
Failed,Automation Status = None,C491666,"TRIBE14-15207[IOS] 029[Digital National ID PCN][Local]Verify that after successful KYC application, PCN Number with dash will display in jarvisDB.",PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. Login in to GCash App
6. Click Profile and tap Verify Now
7. Tap Verify now to redirect in Pre-ID screen
8. Fill-up the Birthday with correct details
9. Select Filipino Nationality and check the checkbox of T&C
10. Tap Confirm to redirect in ID Selection page
11. Choose Digital National ID to redirect in Educ Screen
12. Click Confirm button to redirect in National ID Authentication Page
13. Choose PCN (ID Number) in dropdown button
14. Input PCN number from Digital National ID
15. Click Next button 12, Click Next button in Live Selfie guide
16. Scan face for Liveliness
17. Scan your ID
18. Click Next to scan face and scan your face
19. Fill-up required fields then click Next
20. Click Submit in review page
21. Log in to Jarvis
22. Go to Queue-In app to approved application 21 Check from jarvis tabs(Queue-In app, QA View, QA Result, Tracking ,CRP Management and Account mainternance) of PCN ID Number of Digital National ID
23. Checking Jarvis DB","Successful KYC application, PCN Number with dash should display across all relevant queues (Queue-In app, QA View, QA Result, Tracking ,CRP Management and Account mainternance) in Jarvis Portal"
Failed,Automation Status = None,C491667,TRIBE14-15207[IOS] 030[more than 16 digits][Local]Verify that the application is auto rejected when the user inputs PCN number more than 16 digits on PSA National ID Authentication screen,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. Login in to GCash App
6. Click Profile and tap Verify Now
7. Tap Verify now to redirect in Pre-ID screen
8. Fill-up the Birthday with correct details
9. Select Filipino Nationality and check the checkbox of T&C
10. Tap Confirm to redirect in ID Selection page
11. Choose ePhil ID Paper type to redirect in Educ Screen
12. Click Confirm button to redirect in National ID Authentication Page
13. Choose PCN (ID Number) in dropdown button
14. Input more than 16 digits PCN number from ePhil ID Paper type
15. Click Next button 12, Click Next button in Live Selfie guide
16. Scan face for Liveliness
17. Rejected screen show",Application should auto rejected when the user inputs PCN number more than 16 digits on PSA National ID Authentication screen
Failed,Automation Status = None,C491668,TRIBE14-15207[IOS] 031[less than 16 digits][Local]Verify that the application is auto rejected when the user inputs PCN number ess than 16 digits on PSA National ID Authentication screen,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. Login in to GCash App
6. Click Profile and tap Verify Now
7. Tap Verify now to redirect in Pre-ID screen
8. Fill-up the Birthday with correct details
9. Select Filipino Nationality and check the checkbox of T&C
10. Tap Confirm to redirect in ID Selection page
11. Choose ePhil ID Paper type to redirect in Educ Screen
12. Click Confirm button to redirect in National ID Authentication Page
13. Choose PCN (ID Number) in dropdown button
14. Input less than 16 digits PCN number from ePhil ID Paper type
15. Click Next button 12, Click Next button in Live Selfie guide
16. Scan face for Liveliness
17. Rejected screen show",Application should auto rejected when the user inputs PCN number ess than 16 digits on PSA National ID Authentication screen
Failed,Automation Status = None,C491669,TRIBE14-15207[IOS] 032[special characters][Local] Verify that the application is auto rejected when the user inputs PCN number special characters on PSA National ID Authentication screen,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. Login in to GCash App
6. Click Profile and tap Verify Now
7. Tap Verify now to redirect in Pre-ID screen
8. Fill-up the Birthday with correct details
9. Select Filipino Nationality and check the checkbox of T&C
10. Tap Confirm to redirect in ID Selection page
11. Choose ePhil ID Paper type to redirect in Educ Screen
12. Click Confirm button to redirect in National ID Authentication Page
13. Choose PCN (ID Number) in dropdown button
14. Input special characters PCN number from ePhil ID Paper type
15. Click Next button 12, Click Next button in Live Selfie guide
16. Scan face for Liveliness
17. Rejected screen show",Application should auto rejected when the user inputs PCN number special characters on PSA National ID Authentication screen
Failed,Automation Status = None,C491670,TRIBE14-15207[IOS] 033[alphanumeric][Local] Verify that the application is auto rejected when the user inputs PCN number alphanumeric on PSA National ID Authentication screen,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. Login in to GCash App
6. Click Profile and tap Verify Now
7. Tap Verify now to redirect in Pre-ID screen
8. Fill-up the Birthday with correct details
9. Select Filipino Nationality and check the checkbox of T&C
10. Tap Confirm to redirect in ID Selection page
11. Choose ePhil ID Paper type to redirect in Educ Screen
12. Click Confirm button to redirect in National ID Authentication Page
13. Choose PCN (ID Number) in dropdown button
14. Input alphanumeric PCN number from ePhil ID Paper type
15. Click Next button 12, Click Next button in Live Selfie guide
16. Scan face for Liveliness
17. Rejected screen show",Application should auto rejected when the user inputs PCN number alphanumeric on PSA National ID Authentication screen
Failed,Automation Status = None,C491671,TRIBE14-15207[IOS] 034[ePhil ID Paper type/Digital National ID PCN][Local]Verify that the user will not be able to proceed and will display an inline error message after submit PCN number is blank in PSA National ID Authentication screen,PhilSys API Integration,3,Automatable,,web,New,"Pre-Test, Post-Test, BE Regression, FE Regression",,"1. PSA System is up
2. User is already registered in PSA
3. ePhil ID is already set up in Zoloz
4. GCash Local User\
5. Login in to GCash App
6. Click Profile and tap Verify Now
7. Tap Verify now to redirect in Pre-ID screen
8. Fill-up the Birthday with correct details
9. Select Filipino Nationality and check the checkbox of T&C
10. Tap Confirm to redirect in ID Selection page
11. Choose ePhil ID Paper type to redirect in Educ Screen
12. Click Confirm button to redirect in National ID Authentication Page
13. Choose PCN (ID Number) in dropdown button
14. Click Next with input PCN Number",User should not be able to proceed and will display an inline error message after clicking the “Next” button if the PCN number is blank in PSA National ID Authentication screen
Failed,Automation Status = None,C670737,[WEB] 002Verify that User is able to view the approved Batch Create file in different Modules with single entry and valid ID names,2025 GRC BAU Enhancements,2,Automatable,,web,New,BE Regression,,"1. User should have access to Jarvis Portal\\
2. User should have Approved Batch Create File single entry and valid ID names\\
3. User should have L1 mobtel\\
4. Login to Jarvis Portal\\
5. Search to CRP management & Account Maintenance see if id_name has the correct values\\
6. Search to tabs QA View, QA Result, & Tracking if id_name has the correct values\\","User should able to search/view the approved batch file in the following modules:
CRP management
Account Maintenance
QA View, QA Result, & Tracking"
Failed,Automation Status = None,C670739,[WEB] 004Verify that User is able to view the approved Batch Create file in different Modules with multiple entry and valid ID,2025 GRC BAU Enhancements,2,Automatable,,web,New,BE Regression,,"1. User should have access to Jarvis Portal\\
2. User should have Batch Create Zip File with multiple entry and valid ID names\\
3. User should have L1 mobtel\\
4. Login to Jarvis Portal\\
5. Search to CRP management & Account Maintenance see if id_name has the correct values\\
6. Search to tabs QA View, QA Result, & Tracking if id_name has the correct values\\","User should able to search/view the approved batch file in the following modules:
CRP management
Account Maintenance
QA View, QA Result, & Tracking"
Failed,Automation Status = None,C670741,[WEB] 006Verify that User is able to view the approved Batch Create file in different Modules with single entry and invalid ID names,2025 GRC BAU Enhancements,2,Automatable,,web,New,BE Regression,,"1. User should have access to Jarvis Portal\\
2. User should have Approved Batch Create File single entry and invalid ID names\\
3. User should have L1 mobtel\\
4. Login to Jarvis Portal\\
5. Search to CRP management & Account Maintenance see if id_name has the correct values\\
6. Search to tabs QA View, QA Result, & Tracking if id_name has the correct values\\","User should able to search/view the mobtel but will retain to L1 in  the following modules:
CRP management
Account Maintenance
QA View, QA Result, & Tracking"
Failed,Automation Status = None,C670743,[WEB] 008Verify that User is able to view the approved Batch Create file in different Modules with multiple entry and invalid ID,2025 GRC BAU Enhancements,2,Automatable,,web,New,BE Regression,,"1. User should have access to Jarvis Portal\\
2. User should have Batch Create Zip File with multiple entry and invalid ID names\\
3. User should have L1 mobtel\\
4. Login to Jarvis Portal\\
5. Search to CRP management & Account Maintenance see if id_name has the correct values\\
6. Search to tabs QA View, QA Result, & Tracking if id_name has the correct values\\","User should able to search/view the mobtel but will retain to L1 in  the following modules:
CRP management
Account Maintenance
QA View, QA Result, & Tracking"
Failed,Automation Status = None,C670745,[WEB] 010Verify that User is able to view the approved Batch Create file in different Modules with multiple entry and invalid ID,2025 GRC BAU Enhancements,2,Automatable,,web,New,BE Regression,,"1. User should have access to Jarvis Portal\\
2. User should have Batch Create Zip File with multiple entry and invalid ID names\\
3. User should have L1 mobtel\\
4. Login to Jarvis Portal\\
5. Search to CRP management & Account Maintenance see if id_name has the correct values\\
6. Search to tabs QA View, QA Result, & Tracking if id_name has the correct values\\","User should able to search/view the mobtel but will retain to L1 in  the following modules:
CRP management
Account Maintenance
QA View, QA Result, & Tracking"
Failed,Automation Status = None,C670747,[WEB] 012Verify that User is able to view the approved Batch Create file in different Modules with combination of valid and invalid ID names,2025 GRC BAU Enhancements,2,Automatable,,web,New,BE Regression,,"1. User should have access to Jarvis Portal\\
2. User should have Batch Create Zip File with multiple entry and invalid ID names\\
3. User should have L1 mobtel\\
4. Login to Jarvis Portal\\
5. Search to CRP management & Account Maintenance see if id_name has the correct values\\
6. Search to tabs QA View, QA Result, & Tracking if id_name has the correct values\\","For Invalid ID Names:
User should able to search/view the mobtel but will retain to L1 in  the following modules:
CRP management
Account Maintenance
QA View, QA Result, & Tracking
For Valid ID Names:
User should able to search/view the approved batch file in the following modules:
CRP management
Account Maintenance
QA View, QA Result, & Tracking"
